testcat, modules, coeffset, cstruct, target, cfgstr, max-shift, wsize-in, freq, clbs, luts, ffs, dsps, fmax, logic-levels, power (total), power (static), power (dynamic)
a_and_b, A B, -1 0 1, C1, virtex7, HM1-C1-B1234-01-0, 2, 12, 400, 8, 15, 26, 0, 597.37, 5  (CARRY4=4 LUT6=1), 0.686, 0.637, 0.049
a_and_b, A B, -1 0 1, C1, virtex7, HM1-C1-B1234-01-0, 2, 12, 600, 9, 15, 26, 0, 625.78, 5  (CARRY4=4 LUT6=1), 0.711, 0.637, 0.074
a_and_b, A B, -1 0 1, C1, virtex7, HM1-C1-B1234-01-0, 2, 16, 200, 11, 19, 34, 0, 585.48, 6  (CARRY4=5 LUT6=1), 0.668, 0.636, 0.031
a_and_b, A B, -1 0 1, C1, virtex7, HM1-C1-B1234-01-0, 2, 16, 400, 11, 19, 34, 0, 636.54, 4  (CARRY4=3 LUT6=1), 0.699, 0.637, 0.062
a_and_b, A B, -1 0 1, C1, virtex7, HM1-C1-B1234-01-0, 2, 16, 600, 11, 19, 34, 0, 633.31, 6  (CARRY4=5 LUT6=1), 0.731, 0.637, 0.094
a_and_b, A B, -4 1 3 6, C1, virtex7, HM1-C1-B0259-02-1, 2, 4, 200, 5, 8, 11, 0, 638.57, 3  (CARRY4=2 LUT6=1), 0.649, 0.636, 0.012
a_and_b, A B, -4 1 3 6, C1, virtex7, HM1-C1-B0259-02-1, 2, 4, 400, 5, 8, 11, 0, 708.22, 2  (CARRY4=1 LUT6=1), 0.661, 0.636, 0.025
a_and_b, A B, -4 1 3 6, C1, virtex7, HM1-C1-B0259-02-1, 2, 4, 600, 6, 8, 11, 0, 707.71, 3  (CARRY4=2 LUT6=1), 0.674, 0.637, 0.037
a_and_b, A B, -4 1 3 6, C1, virtex7, HM1-C1-B0259-02-1, 2, 5, 400, 5, 9, 13, 0, 690.13, 3  (CARRY4=2 LUT6=1), 0.664, 0.636, 0.028
a_and_b, A B, -4 1 3 6, C1, virtex7, HM1-C1-B0259-02-1, 2, 5, 600, 7, 9, 13, 0, 703.73, 2  (CARRY4=1 LUT6=1), 0.678, 0.637, 0.042
a_and_b, A B, -4 1 3 6, C1, virtex7, HM1-C1-B0259-02-1, 2, 5, 200, 5, 9, 13, 0, 616.52, 3  (CARRY4=2 LUT6=1), 0.650, 0.636, 0.014
a_and_b, A B, -4 1 3 6, C1, virtex7, HM1-C1-B0259-02-1, 2, 6, 200, 6, 10, 15, 0, 670.24, 3  (CARRY4=2 LUT6=1), 0.652, 0.636, 0.015
a_and_b, A B, -4 1 3 6, C1, virtex7, HM1-C1-B0259-02-1, 2, 6, 400, 6, 10, 15, 0, 670.24, 3  (CARRY4=2 LUT6=1), 0.667, 0.636, 0.031
a_and_b, A B, -4 1 3 6, C1, virtex7, HM1-C1-B0259-02-1, 2, 6, 600, 9, 10, 15, 0, 689.18, 3  (CARRY4=2 LUT6=1), 0.683, 0.637, 0.046
a_and_b, A B, -4 1 3 6, C1, virtex7, HM1-C1-B0259-02-1, 2, 7, 200, 7, 11, 17, 0, 647.67, 4  (CARRY4=3 LUT6=1), 0.653, 0.636, 0.017
